actual_RUL,rf_predicted_RUL,xgb_predicted_RUL,avg_sensor_value,sensor_11,sensor_9,sensor_4,sensor_7,op_set_1,op_set_2,op_set_3,sensor_health_index
44,49.92,51.95304,1517.6382444444444,47.87,9050.58,1418.62,552.88,-0.0004,0.0005,100.0,3505.6900000000005
160,192.49,190.00642,1516.6402722222222,47.25,9050.97,1400.36,554.96,0.0005,-0.0002999999999999999,100.0,3499.5266666666666
202,147.68,164.28189,1516.3738,47.37,9042.68,1409.44,553.32,0.0014,-0.0002999999999999999,100.0,3499.8300000000004
197,151.41,164.60974,1518.123561111111,47.3,9071.14,1397.08,554.2,9.999999999999999e-05,-0.0002,100.0,3505.1733333333327
11,8.57,9.0347395,1520.9047944444444,48.0,9074.17,1433.5,551.66,-0.0023,-0.0004,100.0,3518.556666666667
167,172.6,169.61699,1517.7885611111112,47.12,9067.96,1392.74,554.6,0.0,0.0,100.0,3502.6066666666666
13,17.51,16.566708,1521.2079888888886,48.01,9079.75,1420.42,551.61,0.0002,0.0004,100.0,3516.06
138,138.31,128.90324,1517.8626333333334,47.6,9060.89,1413.43,553.49,-0.0008,0.0003,100.0,3507.306666666667
222,185.03,203.69965,1516.411938888889,47.09,9054.41,1395.25,555.49,0.0039000000000000003,-0.0002999999999999999,100.0,3498.9166666666665
6,6.7,8.098239,1520.806283333333,48.15,9070.99,1422.32,551.92,0.0002,0.0005,100.0,3513.8199999999997
41,40.34,38.391865,1521.4973277777779,47.68,9085.17,1417.04,552.64,-0.0016999999999999997,0.0003,100.0,3516.6299999999997
128,124.65,139.91179,1517.1272222222224,47.51,9053.73,1411.96,553.68,-9.999999999999999e-05,-0.0004,100.0,3504.3999999999996
198,116.89,101.064,1518.3353333333334,47.48,9053.03,1412.89,553.38,0.004,0.0,100.0,3504.4666666666667
116,110.07,113.13197,1519.3417055555553,47.6,9068.01,1414.57,553.31,-0.00030000000000000003,0.0,100.0,3510.06
101,105.26,125.64893,1516.8622277777777,47.81,9038.38,1408.45,553.69,0.0022000000000000006,0.0002,100.0,3498.213333333333
234,162.95,151.75858,1517.9415888888889,47.26,9072.66,1397.07,554.2,-0.0009,-0.0004,100.0,3505.6633333333334
4,6.74,8.099986,1523.200027777778,48.12,9097.21,1429.44,551.55,-0.001,-0.0004,100.0,3524.9233333333336
144,114.1,117.16878,1517.3480833333333,47.66,9049.66,1411.58,553.38,-0.0019,0.0003,100.0,3502.9666666666667
11,14.66,11.441997,1526.7608777777778,47.99,9133.01,1414.46,552.05,-0.0028,-0.0001,100.0,3531.82
34,16.59,15.699982,1517.5625166666666,47.99,9045.04,1422.74,552.4,0.001,0.0003,100.0,3505.2566666666667
43,46.78,49.26118,1517.6078499999999,47.76,9051.56,1413.01,551.64,0.0019,-0.0002,100.0,3504.11
250,160.06,157.12302,1517.51965,47.34,9057.57,1401.04,554.24,0.0002,-0.0004,100.0,3501.9833333333336
166,184.83,190.60281,1516.9637611111111,47.29,9053.58,1398.05,554.57,0.0026,0.0005,100.0,3499.64
231,213.97,205.3398,1516.28885,47.03,9052.27,1388.97,554.72,-0.0035,0.0002,100.0,3496.09
113,90.77,96.797,1518.5128777777777,47.6,9067.84,1410.11,552.97,0.003,0.0004,100.0,3508.516666666667
31,48.82,42.062386,1520.2224166666667,47.8,9069.19,1417.18,552.74,0.0016,0.0,100.0,3511.39
166,198.79,193.78787,1516.5503277777777,47.23,9056.63,1393.26,554.32,-0.0016999999999999997,0.0002,100.0,3499.0399999999995
124,127.33,136.67256,1518.1238277777777,47.42,9071.92,1391.57,553.73,0.0007,-0.0001,100.0,3503.6366666666668
2,3.94,3.3920164,1533.0593277777775,48.1,9191.53,1423.5,552.17,-0.0041,-0.0002,100.0,3554.376666666667
141,142.08,160.04576,1516.84995,47.46,9052.05,1402.83,554.03,-0.0021,-0.0002999999999999999,100.0,3500.7799999999993
290,167.3,148.74065,1517.04305,47.35,9053.92,1402.54,554.01,0.0054,0.0002,100.0,3501.27
157,160.52,152.4817,1517.4522388888888,47.39,9060.71,1399.22,553.85,0.0038,-0.0005,100.0,3502.439999999999
34,62.7,59.22929,1518.2954388888888,47.61,9058.74,1424.56,552.83,-0.0006,0.0001,100.0,3510.3033333333333
13,13.74,12.796577,1521.9823000000001,48.09,9088.37,1424.03,552.17,0.0012,0.0,100.0,3520.163333333334
99,85.49,81.676445,1519.6312222222223,47.51,9078.76,1407.83,553.99,-0.0004,0.0002,100.0,3511.366666666667
101,150.77,137.10565,1517.7605944444442,47.51,9064.54,1401.61,554.39,0.0025,0.0001,100.0,3504.5533333333337
194,178.84,200.89096,1516.626261111111,47.16,9055.7,1396.63,554.21,0.0009,-0.0002,100.0,3499.8300000000004
125,136.41,139.1484,1517.9706666666666,47.36,9068.85,1400.1,554.06,-0.0016,-0.0004,100.0,3505.436666666667
98,74.55,81.58224,1520.2755555555552,47.38,9092.23,1403.37,553.89,-0.0024,0.0001,100.0,3514.326666666666
73,82.64,76.4406,1519.353088888889,47.56,9066.05,1412.2,553.0,-0.0024,-0.0002999999999999999,100.0,3508.603333333333
192,189.18,216.21336,1516.535288888889,47.17,9063.85,1393.84,554.16,-0.007,-0.0005,100.0,3501.6200000000003
187,166.77,167.93446,1518.33475,47.19,9063.76,1400.08,555.48,-9.999999999999999e-05,-0.0001,100.0,3503.6766666666667
34,71.13,59.324654,1518.4021444444443,47.74,9056.97,1416.66,553.03,-0.0032,-0.0005,100.0,3507.123333333333
44,41.97,44.008087,1522.2473,47.64,9093.72,1408.44,552.55,-0.0013,0.0004,100.0,3516.6
129,181.38,183.40123,1515.8763722222222,47.32,9038.82,1406.73,554.31,-0.0005,0.0004,100.0,3497.623333333333
125,165.39,163.0664,1517.8248222222223,47.24,9068.44,1400.42,554.23,-0.0018,-0.0002999999999999999,100.0,3505.366666666667
205,144.04,141.22714,1516.8933166666668,47.41,9053.94,1406.6,553.14,-0.002,-0.0005,100.0,3502.65
222,177.37,164.93423,1516.7500666666665,47.37,9058.12,1395.12,554.41,0.0031,-0.0002,100.0,3500.2033333333343
61,149.77,117.41381,1518.8866055555557,47.18,9063.63,1405.25,554.05,-0.0012000000000000001,0.0004,100.0,3505.353333333333
120,96.69,95.97789,1518.7794999999999,47.67,9059.83,1408.2,553.06,0.001,0.0001,100.0,3505.2333333333336
171,185.32,184.47188,1517.9087444444444,47.1,9064.92,1400.13,555.1,-0.001,0.0002,100.0,3504.0499999999997
33,29.83,22.838753,1517.9300944444444,47.84,9056.61,1418.49,551.77,0.0002,0.0003,100.0,3507.646666666667
194,143.71,148.02328,1516.5478500000002,47.44,9047.42,1410.66,553.57,-0.0016999999999999997,-0.0005,100.0,3501.84
61,90.54,89.35101,1518.4455333333333,47.7,9064.48,1411.91,553.47,0.0008,0.0,100.0,3508.03
162,154.21,150.84535,1517.992711111111,47.31,9070.87,1399.8,554.16,-0.002,0.0002,100.0,3505.9933333333333
68,74.26,59.82779,1520.6770000000001,47.58,9080.81,1408.87,554.1,0.0026,-0.0002999999999999999,100.0,3512.42
133,157.15,135.99976,1517.9617888888888,47.21,9074.83,1397.59,553.87,0.0007,0.0001,100.0,3506.543333333333
76,152.86,154.1814,1516.392488888889,47.43,9049.71,1401.99,554.4,-0.002,-0.0002999999999999999,100.0,3499.7099999999996
108,149.97,141.23076,1518.2225277777775,47.43,9057.63,1411.78,554.61,0.005,0.0,100.0,3505.6133333333332
48,113.56,100.035736,1518.1965055555554,47.76,9058.51,1411.66,553.51,0.0042,0.0,100.0,3505.976666666667
178,136.14,131.53224,1516.8351111111112,47.52,9051.36,1412.56,553.22,-0.0012000000000000001,-0.0002,100.0,3503.8133333333335
121,167.81,173.28647,1516.9609777777778,47.2,9057.41,1399.88,554.01,-0.0023,0.0002,100.0,3501.4966666666674
186,146.9,142.54445,1516.9871833333334,47.47,9051.71,1407.27,553.82,0.003,0.0002,100.0,3502.1499999999996
55,97.25,87.807526,1518.954411111111,47.6,9065.8,1413.43,554.09,-0.0007,-0.0002,100.0,3508.943333333333
12,18.44,21.125336,1531.4379944444445,47.9,9178.37,1418.62,552.84,0.0025,-0.0002,100.0,3548.296666666667
230,201.62,181.28294,1516.3191000000002,47.21,9054.77,1399.96,554.29,0.0016,-0.0002999999999999999,100.0,3500.646666666666
119,167.11,169.02162,1517.5047055555558,47.3,9055.19,1404.98,554.02,-0.0021,0.0,100.0,3502.49
148,152.36,160.48927,1516.677127777778,47.47,9048.2,1402.5,553.25,-0.0044,0.0001,100.0,3499.39
200,91.19,98.10649,1518.3956444444448,47.69,9059.79,1410.63,553.74,-0.0012000000000000001,0.0,100.0,3506.0366666666673
148,133.54,133.72235,1516.6504277777778,47.51,9052.66,1405.23,553.17,0.0005999999999999998,-0.0001,100.0,3501.7999999999997
63,79.19,85.056,1519.5896444444445,47.46,9074.17,1411.99,553.61,-0.0007,-0.0001,100.0,3511.2066666666665
197,152.98,153.9084,1518.0821999999998,47.31,9055.98,1414.09,553.78,0.0008,-0.0001,100.0,3505.793333333333
18,13.31,18.166048,1518.59615,47.95,9053.14,1430.34,551.3,0.0021,0.0,100.0,3510.476666666667
112,127.95,122.748276,1516.568961111111,47.75,9044.62,1412.07,553.01,0.0037,-0.0001,100.0,3501.48
89,70.97,63.7698,1518.2272666666665,47.66,9056.3,1416.72,552.93,-0.0005,-0.0002,100.0,3506.893333333333
218,204.37,213.08447,1516.7907444444445,47.04,9049.27,1398.7,554.72,0.0013,0.0,100.0,3498.3366666666675
32,41.26,44.138947,1518.9035944444445,47.91,9056.81,1417.77,553.15,-0.0007,0.0002,100.0,3507.4966666666664
38,47.72,36.512325,1517.6892055555554,47.73,9049.73,1414.77,552.53,-0.0024,-0.0004,100.0,3504.0766666666664
68,72.47,77.20866,1520.4191444444443,47.57,9080.88,1407.98,554.75,0.0039000000000000003,-0.0004,100.0,3512.143333333333
164,138.74,135.96236,1516.752761111111,47.62,9044.73,1411.74,553.42,-0.0006,0.0,100.0,3501.3633333333332
54,80.4,76.27247,1518.2997111111115,47.65,9050.53,1418.8,552.93,-0.0016999999999999997,-0.0005,100.0,3505.66
165,152.4,137.88393,1518.6943388888892,47.3,9064.83,1413.57,554.3,0.003,0.0003,100.0,3508.566666666666
235,174.48,169.73044,1517.551027777778,47.22,9054.32,1400.84,554.67,-0.0011,-0.0001,100.0,3500.793333333333
64,146.22,137.99075,1516.424711111111,47.57,9044.28,1410.85,554.22,-0.001,0.0004,100.0,3500.9
133,142.76,147.68658,1516.3727444444444,47.62,9042.92,1410.24,553.22,0.0013,0.0003,100.0,3500.26
102,103.59,94.96542,1519.1915444444446,47.43,9075.08,1400.0,553.87,-0.0005,-0.0005,100.0,3507.5033333333336
125,142.6,154.16188,1517.758,47.35,9058.74,1402.75,553.69,0.0025,0.0001,100.0,3502.9466666666667
124,131.81,113.616875,1517.3385277777775,47.49,9050.65,1408.7,553.04,-0.0005,-0.0002,100.0,3502.28
32,33.61,29.877148,1521.97335,47.84,9097.62,1415.36,552.41,0.0015,0.0002,100.0,3520.273333333334
1,3.63,7.009137,1521.5595999999998,48.23,9077.16,1437.23,551.67,-0.0012000000000000001,-0.0001,100.0,3520.873333333333
9,6.61,6.955705,1518.9021777777778,48.06,9051.09,1428.94,551.48,0.0014,-0.0004,100.0,3509.3633333333332
9,10.06,12.799415,1529.1689888888889,47.93,9146.53,1431.99,551.34,-0.0031000000000000003,0.0001,100.0,3542.15
148,194.54,178.23302,1516.8535888888891,47.24,9053.33,1395.4,554.28,-0.0008,0.0002,100.0,3498.6566666666663
53,67.47,64.55904,1516.6815277777778,47.68,9047.07,1416.06,552.84,0.0024,0.0003,100.0,3503.603333333333
144,174.63,159.36655,1516.693488888889,47.36,9049.03,1401.17,553.17,0.0004,-0.0004,100.0,3499.186666666667
189,154.96,148.71114,1516.6930833333329,47.47,9043.27,1408.83,553.75,-0.0007,0.0,100.0,3499.8566666666666
228,190.06,175.70018,1516.9991611111113,47.09,9048.23,1396.53,554.45,0.0005999999999999998,0.0003,100.0,3497.2833333333333
45,44.3,48.729412,1521.2414444444446,47.79,9082.29,1413.94,552.74,0.0019,0.0001,100.0,3514.673333333334
41,25.31,30.99148,1518.410122222222,47.77,9057.4,1419.24,552.03,0.0005999999999999998,0.0,100.0,3508.1366666666668
69,121.11,127.710945,1518.5979722222223,47.31,9071.17,1400.39,553.74,-9.999999999999999e-05,-0.0002999999999999999,100.0,3506.2899999999995
158,178.87,174.33998,1517.7478944444445,47.18,9067.63,1396.4,554.33,-0.003,-0.0001,100.0,3503.736666666666
103,111.81,105.28836,1516.5174777777777,47.55,9046.08,1408.98,552.9,-0.0015,-0.0004,100.0,3500.8699999999994
87,59.61,50.446312,1519.790161111111,47.69,9073.97,1413.73,553.12,-0.0019,0.0001,100.0,3511.7966666666666
110,150.13,146.39838,1517.926638888889,47.3,9062.75,1401.33,554.14,-0.0015,-0.0002999999999999999,100.0,3503.793333333333
2,4.09,6.6330056,1518.2887833333332,48.08,9043.3,1429.18,551.15,0.0022000000000000006,0.0,100.0,3506.853333333333
181,168.5,170.54002,1517.6595499999999,47.34,9069.51,1394.85,555.06,0.0005,0.0003,100.0,3503.9
183,200.75,195.98105,1516.5451833333334,47.06,9058.57,1388.35,555.01,-0.001,0.0005,100.0,3497.9933333333333
15,17.77,13.565219,1522.624161111111,48.01,9092.46,1424.43,552.16,0.0052,0.0004,100.0,3521.633333333333
156,148.96,165.56375,1516.0447666666669,47.53,9039.21,1407.94,553.34,-0.0002,-0.0005,100.0,3498.226666666667
158,147.94,146.18555,1516.4207722222222,47.48,9042.61,1407.82,553.21,-9.999999999999999e-05,0.0002,100.0,3499.3033333333333
85,112.79,134.67981,1516.1797333333334,47.76,9045.11,1408.89,552.96,-0.0015,-0.0001,100.0,3500.5866666666666
161,158.16,153.37898,1516.5059388888887,47.52,9042.61,1406.91,553.15,-0.0026,0.0003,100.0,3499.013333333334
163,158.81,175.43185,1517.170177777778,47.24,9058.75,1404.0,554.22,-0.0005,0.0004,100.0,3503.33
88,100.17,98.75327,1515.9808722222222,47.71,9042.73,1405.12,553.09,0.0008,0.0002,100.0,3498.519999999999
176,148.4,156.65445,1517.8661944444443,47.14,9062.57,1399.49,553.78,-0.0016999999999999997,0.0,100.0,3503.066666666666
136,126.98,127.448235,1517.531261111111,47.37,9050.25,1414.62,552.75,0.001,-0.0001,100.0,3504.08
16,14.46,11.2292185,1524.2304333333334,48.04,9105.17,1422.74,552.08,-0.0035,0.0,100.0,3525.316666666667
262,184.03,164.67552,1517.9980333333335,47.21,9064.57,1392.33,554.81,0.0004,0.0002,100.0,3501.3699999999994
63,60.95,50.60351,1517.4719111111112,47.69,9050.73,1420.99,552.4,0.0034,0.0004,100.0,3506.47
160,177.74,166.8641,1517.2089500000002,47.4,9064.76,1397.52,554.55,-0.0004,0.0,100.0,3503.226666666667
175,171.08,158.87749,1517.8768222222225,47.3,9054.32,1411.01,553.86,0.0013,0.0005,100.0,3504.2099999999996
53,70.44,83.64225,1519.2820166666666,47.57,9072.21,1407.97,553.12,-9.999999999999999e-05,0.0001,100.0,3509.2499999999995
165,150.15,148.1783,1516.5962,47.51,9048.03,1407.41,553.89,0.0009,-0.0002,100.0,3500.9833333333336
205,194.51,190.8718,1516.2532944444445,47.34,9049.35,1401.01,554.34,-0.0013,-0.0001,100.0,3499.2333333333336
1,5.84,6.90603,1521.3058055555555,48.08,9077.82,1428.1,551.8,-0.0013,0.0,100.0,3518.0
143,117.69,122.14019,1518.16085,47.53,9065.48,1400.14,553.09,0.0035,0.0,100.0,3504.383333333333
173,150.57,149.97377,1517.3746333333336,47.53,9046.73,1410.96,553.66,0.0011,-0.0002999999999999999,100.0,3501.74
139,150.47,155.5726,1518.0692499999998,47.22,9060.16,1402.7,554.19,-0.0019,0.0003,100.0,3503.36
55,66.13,65.1763,1521.0195555555554,47.44,9091.33,1399.82,553.39,-0.002,0.0001,100.0,3512.8633333333332
30,35.16,33.18383,1522.653172222222,47.96,9098.05,1421.25,552.14,0.0012,0.0,100.0,3522.4199999999996
199,109.9,101.31329,1517.825577777778,47.75,9054.91,1415.2,553.39,0.0017,0.0004,100.0,3505.9533333333334
148,165.69,160.95815,1517.5809388888888,47.25,9054.66,1398.81,553.88,-0.0007,0.0001,100.0,3500.24
5,5.72,8.870107,1516.2834111111108,48.32,9028.94,1419.34,551.28,-0.0018,0.0001,100.0,3498.866666666667
219,155.34,152.95874,1517.3191222222222,47.36,9062.89,1398.02,553.12,0.0015,-0.0001,100.0,3502.7566666666667
169,172.17,167.13626,1518.5371555555557,47.22,9067.93,1402.41,554.92,-0.0011,-0.0002,100.0,3505.853333333333
41,35.15,35.167683,1522.954927777778,47.69,9095.57,1423.15,552.92,0.0005,-0.0001,100.0,3522.1366666666668
41,73.48,71.1962,1520.3773666666666,47.43,9076.75,1405.87,553.47,-0.0036,-0.0004,100.0,3510.0166666666664
30,24.62,30.002268,1526.7261555555554,47.47,9134.24,1415.32,553.68,0.0016,0.0001,100.0,3532.343333333333
24,9.12,7.1171565,1518.422,48.0,9047.1,1428.6,551.29,-0.0014,0.0001,100.0,3507.9
75,80.12,79.788895,1519.86585,47.45,9070.25,1411.62,553.6,-0.0016999999999999997,0.0002,100.0,3509.773333333333
216,145.66,126.46251,1516.617844444444,47.53,9041.22,1408.97,552.88,-0.001,-0.0004,100.0,3499.24
158,155.27,173.00056,1516.947311111111,47.51,9054.08,1397.86,553.96,0.0008,0.0001,100.0,3499.816666666667
22,24.45,24.98928,1527.290811111111,47.65,9138.56,1419.76,553.16,-9.999999999999999e-05,0.0003,100.0,3535.3233333333333
51,76.37,91.145294,1517.4480277777777,47.77,9045.78,1416.49,552.29,0.0004,-0.0001,100.0,3503.346666666667
154,181.27,197.26085,1517.5375777777779,47.15,9057.53,1404.08,554.6,0.0005,0.0005,100.0,3502.92
194,163.32,169.109,1517.7245611111111,47.08,9061.35,1402.51,554.72,0.0028,-0.0002,100.0,3503.646666666667
193,153.44,142.35744,1517.9213666666667,47.14,9063.24,1404.51,553.62,-0.002,-0.0001,100.0,3504.963333333333
93,68.8,66.32581,1518.6108444444446,47.68,9062.83,1414.74,552.31,-0.0024,-0.0002,100.0,3508.4166666666665
107,90.27,104.30884,1519.3420611111112,47.54,9071.78,1408.22,553.53,0.0032000000000000006,0.0003,100.0,3509.1800000000003
47,46.33,48.33257,1520.627155555556,47.67,9077.93,1419.35,553.37,-0.0026,0.0004,100.0,3514.9833333333336
99,86.36,81.26743,1519.315088888889,47.59,9063.58,1417.96,553.04,-0.0005,0.0005,100.0,3509.7100000000005
24,33.05,34.29494,1523.1881888888888,47.84,9104.41,1420.01,552.51,0.0027,-0.0004,100.0,3524.0866666666666
260,198.21,218.71396,1516.7349111111112,47.0,9055.49,1394.41,554.19,0.0012,-0.0001,100.0,3498.9666666666667
213,178.73,168.01256,1517.0001944444443,47.25,9060.56,1396.13,555.36,-0.0013,0.0001,100.0,3501.313333333333
230,187.08,182.84415,1517.6445111111107,47.1,9066.15,1391.13,554.81,0.0019,-0.0002,100.0,3501.4599999999996
42,35.63,31.787321,1524.4273111111113,47.45,9113.78,1417.87,552.88,-0.0006,0.0001,100.0,3526.3666666666672
94,124.11,106.855255,1519.0009833333334,47.34,9060.92,1412.86,553.18,-0.002,-0.0002,100.0,3507.0400000000004
176,145.52,128.5919,1517.6228388888887,47.52,9063.38,1401.78,553.57,0.0029000000000000002,-0.0002999999999999999,100.0,3504.226666666667
27,21.75,19.751616,1524.0887222222223,47.77,9110.34,1419.79,552.32,-0.0013,0.0002,100.0,3525.966666666667
129,150.07,155.13994,1518.7442388888887,47.21,9071.47,1404.52,554.97,-0.002,-0.0004,100.0,3507.733333333333
27,36.52,36.563282,1521.0446499999998,47.74,9082.84,1416.94,552.48,0.0029000000000000002,0.0001,100.0,3515.84
202,148.79,142.458,1517.7083166666662,47.3,9057.81,1403.95,553.61,-0.0006,-0.0002,100.0,3503.02
3,1.5,4.7289643,1519.8468944444444,48.16,9059.52,1432.04,551.11,-0.0004,0.0,100.0,3513.2400000000002
2,3.89,2.5383928,1528.885288888889,48.07,9151.14,1428.51,552.08,0.0016,0.0004,100.0,3542.5733333333333
81,135.42,137.75368,1518.2962222222222,47.27,9060.37,1404.94,553.65,0.0015,0.0003,100.0,3504.193333333334
165,136.32,128.50087,1518.207811111111,47.43,9066.18,1403.07,554.02,-0.0005,0.0001,100.0,3505.56
6,5.1,4.664885,1518.18795,48.17,9050.49,1431.26,552.03,-0.0004,-0.0002999999999999999,100.0,3509.9733333333334
99,176.72,159.28917,1516.181972222222,47.34,9058.08,1390.22,553.68,0.0003,-0.0004,100.0,3498.5466666666666
10,11.88,12.61145,1527.9118444444446,48.14,9139.01,1421.73,552.24,0.0031,-0.0002,100.0,3536.293333333333
168,136.74,137.15971,1517.0342722222222,47.42,9054.37,1401.24,552.99,-0.0024,-0.0004,100.0,3501.01
61,139.32,126.90625,1517.5148222222222,47.56,9045.3,1409.0,553.93,0.0009,0.0,100.0,3500.6199999999994
42,53.5,44.520203,1517.176261111111,47.87,9045.0,1417.31,553.26,0.0002,0.0002,100.0,3503.3933333333334
164,145.51,147.25539,1517.2158944444445,47.54,9052.41,1405.92,553.53,0.0021,-0.0002999999999999999,100.0,3501.956666666667
6,16.34,14.771496,1519.4136666666666,47.95,9062.54,1418.24,551.75,0.0029000000000000002,-0.0004,100.0,3509.5766666666673
30,25.65,30.943907,1518.6829555555555,47.74,9062.53,1417.4,551.89,-0.0012000000000000001,0.0,100.0,3509.2233333333334
94,106.74,96.59687,1516.8027388888888,47.62,9046.73,1413.19,553.43,0.0041,0.0002,100.0,3502.513333333334
151,173.51,159.35016,1516.7618944444444,47.36,9051.77,1400.63,553.4,-0.0015,-0.0004,100.0,3499.9200000000005
0,2.52,4.5463314,1518.184677777778,48.24,9046.16,1432.31,551.08,0.0026,-0.0002999999999999999,100.0,3508.903333333333
142,146.67,153.77177,1516.4110944444446,47.43,9048.79,1412.9,554.19,-0.001,-0.0005,100.0,3503.0400000000004
14,15.48,12.559902,1516.8109888888887,47.97,9038.57,1425.19,551.58,0.0015,-0.0005,100.0,3503.91
24,15.04,11.360711,1525.202722222222,48.07,9118.99,1425.35,552.48,0.0004,-0.0004,100.0,3530.8033333333333
42,26.61,26.338146,1516.6337166666667,47.82,9041.75,1417.09,552.1,0.0024,-0.0001,100.0,3502.22
65,94.09,88.309105,1518.2049944444445,47.66,9057.66,1410.02,553.44,-0.0012000000000000001,0.0003,100.0,3505.1133333333332
1,5.52,7.4970655,1524.5894555555558,48.23,9109.27,1422.89,551.93,-0.0015,-0.0002999999999999999,100.0,3526.7966666666666
5,8.43,6.1192994,1533.3630388888887,47.97,9189.58,1427.37,552.38,-0.0008,0.0003,100.0,3554.9733333333334
125,96.67,94.88881,1517.9974222222222,47.6,9064.23,1408.99,552.31,0.0028,-0.0004,100.0,3506.94
40,56.29,51.58279,1518.459511111111,47.81,9056.16,1421.8,552.62,-0.0011,-0.0004,100.0,3508.5899999999997
149,173.53,196.75151,1517.854461111111,47.04,9065.36,1396.22,554.54,0.0032000000000000006,-0.0005,100.0,3502.8733333333334
89,83.47,73.17147,1520.8135722222225,47.41,9080.02,1417.21,554.41,0.002,-0.0001,100.0,3514.8799999999997
203,148.0,145.68338,1516.984227777778,47.57,9050.49,1404.61,554.19,-0.0016999999999999997,0.0002,100.0,3500.89
50,45.56,62.44851,1523.5709055555556,47.57,9107.92,1403.95,553.87,0.0026,-0.0002999999999999999,100.0,3519.8133333333335
123,121.16,128.89743,1517.7924555555555,47.41,9062.17,1404.54,554.24,0.0011,-0.0001,100.0,3504.7066666666665
140,138.47,152.56993,1515.8236611111108,47.54,9043.89,1405.29,552.99,0.0027,0.0004,100.0,3498.906666666667
51,49.78,52.187057,1521.0592444444444,47.54,9086.18,1407.15,553.42,0.0017,-0.0004,100.0,3513.6233333333334
189,122.58,119.43293,1517.7817111111112,47.4,9058.56,1412.98,553.39,-0.0035,0.0004,100.0,3506.313333333333
125,176.45,178.66647,1516.8439499999997,47.41,9052.31,1405.32,553.98,-0.00030000000000000003,-0.0002,100.0,3501.68
52,129.09,125.387405,1517.267188888889,47.51,9055.85,1408.36,552.15,-0.0006,-0.0001,100.0,3503.906666666667
111,151.18,141.11617,1517.0161444444445,47.44,9048.62,1411.77,553.39,0.0004,-0.0002,100.0,3502.6100000000006
30,32.45,33.072296,1523.3231166666667,47.93,9098.21,1413.85,553.03,0.0005999999999999998,-0.0002,100.0,3519.9966666666664
125,94.03,111.68452,1518.8604777777778,47.55,9065.83,1404.66,553.52,-0.0009,-0.0002,100.0,3506.013333333333
160,198.28,184.65918,1517.6200611111112,47.02,9066.32,1392.04,554.5,-0.0015,-0.0001,100.0,3501.7933333333335
159,176.38,155.80025,1517.8785833333332,47.19,9065.5,1399.59,554.3,-0.0039,-0.0002999999999999999,100.0,3504.0933333333337
49,92.68,103.61727,1518.4199333333333,47.53,9062.77,1412.47,553.18,-0.0011,0.0,100.0,3507.59
30,64.84,66.36849,1518.2635666666665,47.71,9055.12,1415.17,553.06,-0.0022,-0.0001,100.0,3506.0
107,73.6,66.08909,1519.3106055555554,47.69,9070.64,1413.62,553.64,0.002,-0.0001,100.0,3510.6499999999996
188,96.35,93.92816,1516.9190333333336,47.55,9045.49,1413.86,552.82,0.0,-0.0002999999999999999,100.0,3502.2999999999997
30,53.53,53.736412,1521.463988888889,47.71,9083.23,1412.73,553.48,0.0008,0.0002,100.0,3514.556666666666
27,55.52,54.375782,1519.2909,47.67,9060.0,1421.63,552.58,-0.0024,0.0,100.0,3509.766666666667
30,41.75,44.145126,1517.6907333333334,47.86,9053.12,1413.6,552.31,0.0029000000000000002,0.0004,100.0,3504.8600000000006
163,156.52,156.22127,1516.5064555555555,47.47,9051.37,1403.94,553.55,-0.0004,0.0001,100.0,3500.9266666666667
74,141.44,120.62889,1516.5762833333333,47.63,9044.24,1412.68,552.97,0.0004,-0.0004,100.0,3501.5166666666664
118,85.41,88.11833,1518.7045055555557,47.82,9065.59,1408.38,553.0,0.0014,-0.0002,100.0,3507.263333333334
171,156.19,162.57892,1518.1527055555555,47.27,9072.14,1400.23,554.08,0.0016,0.0002,100.0,3506.5466666666666
6,8.92,6.8977056,1518.344372222222,48.17,9049.91,1436.2,551.85,0.0035,-0.0002999999999999999,100.0,3511.4266666666667
50,131.38,117.3148,1518.4330555555557,47.72,9060.0,1412.85,553.22,0.0025,0.0004,100.0,3506.8566666666666
46,35.62,28.647863,1517.8861500000003,47.86,9044.37,1417.79,552.22,0.0,0.0002,100.0,3503.34
111,98.2,101.51298,1518.3632,47.61,9060.4,1410.2,553.3,-0.0038,0.0004,100.0,3506.07
176,122.92,121.251976,1517.550516666667,47.52,9052.67,1415.05,553.31,-0.0002,-0.0002999999999999999,100.0,3505.08
108,100.75,99.464264,1518.1376055555556,47.61,9052.58,1413.12,552.71,0.003,-0.0001,100.0,3504.436666666667
78,153.96,151.84367,1516.970177777778,47.24,9053.65,1402.12,553.14,-0.002,-0.0002,100.0,3501.0033333333336
107,134.19,148.47899,1517.0462500000003,47.36,9057.92,1398.42,553.87,-0.0029,-0.0001,100.0,3501.2333333333336
137,111.53,106.89241,1517.4576777777777,47.53,9057.27,1409.41,552.97,-0.0039,-0.0001,100.0,3504.736666666667
159,132.28,146.87454,1517.1860166666668,47.69,9051.27,1412.44,554.14,-0.001,0.0003,100.0,3503.8000000000006
141,157.79,150.82118,1515.4501166666666,47.46,9037.76,1401.53,553.6,-0.0019,-0.0005,100.0,3495.5833333333335
158,158.21,144.47144,1517.8007277777779,47.35,9065.24,1397.7,553.6,0.0037,0.0002,100.0,3503.4300000000003
